ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,TARGET_D,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9301,APP,1,FL,32579, , ,3501,0, , , , ,XXXX,C1,24,63,E,H, , , , ,,5,M,8,6,0,0,3,0,0,0,0,0,0,0,0,2,0,0,3,19,42,51,27,6,4,19, , , ,8,03,Y,Y, , , ,Y,Y,Y,Y, ,Y,Y, ,Y,Y, , , ,3, ,3144,933,1256,99,0,0,50,50,93,4,0,2,2,0,0,0,1,0,0,0,1,0,0,1,36,43,46,37,44,48,22,33,40,27,12,19,20,20,16,10,3,13,14,30,24,19,18,4,15,22,39,39,22,7,3,67,9,4,20,173,250,78,68,3,18,15,10,0,0,0,1267,1360,4,4,67,33,94,6,7,32,74,67,27,87,13,4,1,4,16,13,4,17,62,15,1,3,0,14,30,69,81,96,2,3,61,65,61,14,4,10,8,4,15,7,9,2,25,48,82,96,2750,383,686,431,499,481,554,20059,10,12,15,24,24,9,3,2,1,6,8,10,27,31,11,3,3,1,17,3,61,5,59,41,40,90,6,0,0,0,0,2,1,2,2,3,17,19,2,67,73,85,61,84,59,64,44,96,99,1,26,20,5,13,13,1,2,12,1,5,0,2,0,1,0,6,4,4,2,2,20,6,4,3,2,8,9,13,17,6,4,19,6,59,6,0,153,2,5,16,23,8,25,21,5,25,3,18,9,11,19,2,24,42,7,51,40,27,17,1,10,1,9,0,0,6,3,0,0,0,0,1,1,0,3,15,96,1,2,2,99,73,27,4,15,8,24,32,81,91,9,1,10,23,0,77,0,0,0,97,3,95,99,99,9,3,9,7,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,,9412,9411,9411,9410,9409,9407,9406,L1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,L3G, ,A2G,A2G,A2G,A2G,A2G,A1G,A1G,20,9702,44,6,13,,,,,,,,,9601,,,,,,,9501,,,,,,,,,,,,,,,50,,,,,,,50,,,,,,,165,5,2,5,9303,50,9401,50,9601,9303,9312,9,33,34263,0,1,L,1,G,X,X,X,12,C
8601,BHG,2,IL,61126, , ,3109,0, , , , ,XXXX,C2,28,66,E,H, , , , ,,5,F,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,43,18,68,11,0,0, , , ,4, , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6880,119,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,L2F,L2F,L2F,L3F,A1F,A1F,A1F,A1F,A1F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,A2F,33,9702,74,6,14,,,,,,,9601,,,,,,,,,,,,,,9408,,,,,,,,17,,,,,,,,,,,,,,15,,120,11,8,5,9001,17,9601,17,9601,8701,8802,13,10.909090909,95705,0,1,L,1,F,X,X,X,22,B
9401,TVH,0,KY,40601, , ,7201,0, , , , ,XXXX,T2,38,26,I,H, , , , ,3,3,M,,0,,,,,,,,,,,,,,,2,0,26,25,34,6,44,0, , , ,, , , , ,Y, , ,Y, , , , , , , , , , , ,3, ,639,158,330,0,99,0,42,58,94,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33,39,42,37,44,47,19,43,36,21,15,25,21,12,8,10,8,18,18,27,20,17,23,13,22,47,28,24,9,4,1,44,18,10,29,110,192,47,42,20,53,33,22,1,0,0,563,622,3,2,40,60,88,12,0,22,48,35,15,69,31,7,1,6,18,39,5,15,61,18,1,4,1,0,2,12,25,61,0,2,40,52,52,10,3,41,12,0,13,25,21,0,0,5,24,67,0,211,541,209,274,246,350,13082,36,23,23,6,10,2,0,0,0,11,26,27,11,20,5,0,0,0,29,4,36,9,66,34,5,78,14,0,0,0,0,0,5,2,0,10,11,15,2,32,68,82,60,82,60,85,54,99,0,0,14,34,4,7,12,0,6,11,0,3,6,0,3,0,0,2,13,0,0,0,16,6,6,2,0,2,9,9,37,6,44,0,8,42,0,0,120,4,12,35,19,3,14,14,3,20,1,15,7,0,0,0,11,26,2,25,0,34,28,0,1,1,10,1,0,8,1,0,0,0,0,0,0,1,1,85,96,3,0,1,83,36,9,3,51,0,0,0,0,5,95,0,0,90,0,8,2,0,0,99,0,99,99,93,6,2,2,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,9504,9503,9502,9412,9411,9411,9410,9409,,9406,L3F,A3F,A3F,A3F,A3F,A4F,A4F,A3E,A3E,A3E,A3E,A3E,A4E,A3E,N4E,N2D,N2D,N2D,N2D,N2D,N2D, ,F1D,15,9702,37,6,12,,,,,,,,,,,,,,9504,,,9412,,9411,,,,,,,,,,,,,,,,,10,,,10,,10,,,,67,7,1,5,9401,15,9509,10,9512,9401,9405,4,9.5714285714,57481,0,1,L,3,F,X,X,X,52,D
9201,AMU,1,CA,90004, , ,0,0,X, , , ,XXXX,U3,09,, , , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,6,18,34,3,3,1, ,12, ,0, , , , , , , , , , , , , , , , , , , , , ,2105,474,720,99,0,0,50,50,43,4,0,45,34,1,1,1,12,28,0,0,13,0,1,20,31,36,39,33,40,44,23,45,33,22,17,29,23,13,8,6,4,23,15,28,18,16,18,7,13,26,22,52,33,16,8,46,10,5,39,208,286,13,9,3,86,83,74,1,1,1,2875,3052,5,6,11,89,93,7,0,39,66,47,29,79,21,9,2,7,21,23,8,8,30,5,0,3,0,83,85,92,92,94,44,53,5,29,27,15,10,44,42,0,6,9,74,0,59,78,95,98,4480,13,803,175,201,239,246,8092,44,20,14,12,6,1,3,0,0,40,23,14,12,9,1,2,0,0,11,15,18,33,69,31,31,48,25,19,19,0,0,0,4,3,0,2,30,32,11,70,67,77,57,73,51,46,29,22,19,29,4,11,2,15,23,2,2,12,2,12,6,1,6,2,0,11,13,3,5,1,20,10,10,6,1,2,4,5,4,3,3,1,7,82,1,2,120,19,13,26,22,5,13,1,3,28,1,18,11,0,0,0,3,6,0,18,50,34,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,69,20,17,30,50,3,67,32,11,2,31,0,0,0,0,0,99,0,3,70,3,20,1,2,0,99,0,99,96,93,12,3,3,5,9706,9606,9604,9604,9603,9602,9601,9511,9511,9509,9508,9507,,,9503,9502,9412,9411,9411,9410,9506,,,L2F,A2F,A2F,A2F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, , ,I2F,L2F,L2F,L2F,L2F,L2F,I1G, , ,17,9702,56,6,14,,,,,,9602,,,,,,,,9504,,,,,,,,,,,,,,10,,,,,,,,15,,,,,,,,,80,5,1,10,9602,25,9302,10,9602,9211,9212,1,16,14460,0,0,L,2,F,X,X,X,45,A
8601,BHG,0,AL,36066, , ,3101,0, , , , ,XXXX,T2,40,67, , , , , , ,,5,M,,0,,,,,,,,,,,,,,,2,2,46,35,24,5,11,4, , , ,8, , , , , , , , , , , , , , , , , , , , ,X,963,312,381,99,0,0,49,51,98,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,47,50,40,48,51,21,35,42,24,10,18,16,20,19,11,7,10,18,30,27,15,28,9,25,18,41,41,19,9,2,71,6,8,15,179,253,99,99,0,0,0,0,0,0,0,595,640,4,3,80,20,96,4,0,30,82,73,27,93,7,3,0,3,8,17,0,17,61,20,0,1,0,0,0,9,27,68,0,0,69,58,62,14,4,0,0,0,19,0,0,0,17,31,68,85,5240,412,698,345,399,409,450,15564,10,23,18,18,24,3,0,2,2,4,21,19,19,28,4,0,2,2,31,3,43,3,39,61,16,89,8,1,0,1,0,0,0,3,1,56,19,20,0,65,71,76,66,73,63,82,69,99,0,2,10,12,2,15,20,0,1,10,2,18,6,3,0,2,0,9,16,1,1,4,19,5,7,2,0,9,3,8,13,5,11,4,12,63,6,0,120,5,13,40,19,5,13,6,9,22,5,23,3,1,2,0,23,46,3,35,42,24,7,0,4,0,5,1,0,5,1,1,1,0,3,1,0,0,1,69,98,1,0,1,99,74,18,10,29,0,0,0,17,58,42,0,0,97,0,2,0,0,2,99,0,99,99,99,5,2,10,10,9706,9606,9604,9604,9603,9602,9601,9511,,9511,9509,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E,S3E,S3E,S2E,S2E,S2E, ,A1D,A1D,S2E,S2E, ,I1C,S3E,S3E,S3E,S3E,S3E,S3E,S3E,S4E,44,9702,108,9,19,,,,,,,,,,9509,,,,9504,,,,,,9411,9409,,,,,,,,,,,12,,,,9,,,,,,10,10,,256,32,20,3,9209,14,9006,6,9510,8608,8703,7,8,48576,0,0,L,1,E,X,X,X,37,B
8601,STA,0,CA,90255, , ,5805,0,X, , , ,XXXX,U3,09,40,E,H, , , , ,,3,F,,0,,,,,,,,,,,,,,,2,0,3,44,0,2,3,1, ,12, ,2, , , , , , , , , , , , , , , , , , , ,1,X,1437,309,418,99,0,0,53,47,29,2,1,7,84,0,0,1,2,1,4,0,63,0,2,19,26,33,38,29,38,43,30,46,36,18,21,31,18,11,9,6,3,22,18,30,17,13,19,8,14,21,21,59,44,28,18,44,9,6,41,259,336,27,21,2,70,69,61,0,0,0,1863,1924,5,5,29,71,74,26,0,48,74,46,30,84,16,18,6,12,20,16,5,8,17,4,1,1,0,39,74,95,98,98,7,44,11,31,29,17,9,24,47,0,8,12,50,0,54,81,90,95,4480,13,803,277,283,324,351,10262,27,15,23,20,9,3,1,0,2,19,22,21,22,10,2,2,0,2,12,13,15,12,69,31,16,57,26,12,12,0,0,0,4,1,0,2,23,26,2,81,76,85,67,79,61,63,31,85,99,6,4,7,2,15,12,1,0,11,2,14,23,2,9,2,0,6,30,2,0,5,26,3,6,3,1,5,3,7,1,2,3,1,5,88,1,0,94,48,13,22,7,2,6,2,3,33,1,28,8,0,0,0,1,3,0,44,56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,67,25,12,79,9,0,78,45,12,2,6,13,76,85,85,85,15,4,8,67,1,31,0,0,0,99,0,94,95,95,12,2,3,2,9706,9606,9604,9604,9603,9602,9601,,9510,9510,9509,9507,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,A1F,A1F,A1F,A1F, ,A1F,A1F,A1F,A1F,S2F,S2F,S2F,S2F,S3F,30,9702,94,4,18,,,,,,,,9511,,,,,,,,,,,,9411,,,,,,,,,,19,,,,,,,,,,,,17,,,239.9,22,13,5,8901,19,9511,19,9511,8610,8706,8,10.904545455,11772,0,0,L,1,F,X,X,X,29,A
9001,MCC,0,IL,62257, , ,3901,0, , , , ,XXXX,R2,49,59,I,U, , , , ,1,1,M,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,28,33,25,5,2,1, , , ,2, , , , , , , , , , , , , , , , , , , ,1, ,1012,271,345,0,0,99,50,50,99,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,31,42,47,34,45,49,31,43,40,17,13,22,18,14,15,11,7,16,19,35,19,11,27,10,25,19,28,52,36,17,6,68,5,7,20,213,293,85,84,2,6,4,1,0,0,0,506,562,2,2,83,17,93,7,0,42,79,71,39,92,8,3,1,3,10,15,2,27,55,17,0,0,0,1,1,7,18,51,1,2,52,56,57,15,5,6,0,8,10,4,1,2,2,2,18,37,7040,75,609,324,343,376,419,12106,22,12,25,17,17,4,2,2,0,12,13,27,18,20,4,2,3,0,24,7,62,8,21,79,2,77,8,0,0,0,0,0,2,13,11,14,19,28,9,66,69,79,58,74,56,73,76,65,0,2,7,6,3,7,18,0,2,5,6,21,9,6,9,8,5,11,13,7,1,8,15,9,4,1,0,8,5,2,2,5,2,1,9,76,7,0,120,16,12,42,18,6,5,2,1,30,1,24,6,1,1,1,15,28,1,33,29,25,7,0,0,0,60,0,0,3,0,0,0,0,0,0,0,0,0,88,97,0,0,3,97,84,25,12,29,4,12,20,41,51,49,0,0,42,12,28,14,0,5,69,30,55,99,98,6,3,7,7,9706,9606,9604,9604,9603,9602,9601,9511,9511,9509,9508,,9506,,9503,9502,9412,9411,9411,9410,9409,,9406,L3F,A3F,A3F,A3F,A1E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,A1E,A1D,A1D,A1D,A1D,A1D,A1D, ,A1D,20,9702,54,6,14,,,,,,9601,,9512,9510,,,,,,,,,9411,,,,,,,,,,20,,12,10,,,,,,,,,10,,,,,94,9,3,5,9310,20,9601,20,9601,9010,9112,14,10.444444444,97876,0,1,L,3,F,X,X,X,44,A
9501,SYN,0,NC,28110, , ,0,0, , , , ,XXXX,T2,40,, ,H, , , , ,,5,F,7,0,,,,,,,,,,,,,,,3,0,27,45,27,4,1,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,2059,636,795,0,52,48,50,50,96,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,35,42,45,37,44,47,20,37,39,24,13,22,19,19,15,8,4,15,17,27,24,17,18,6,16,18,38,44,22,7,3,67,9,5,19,184,259,82,81,1,12,11,10,0,0,0,884,1116,4,3,77,23,95,5,2,33,80,70,28,90,10,5,1,4,10,15,2,16,65,15,1,2,0,10,21,40,61,89,3,6,57,57,58,14,4,8,4,5,10,2,9,2,7,21,72,82,1520,279,517,324,395,433,484,16169,18,21,12,15,20,7,1,3,3,11,19,13,18,24,7,1,4,3,21,4,35,8,52,48,12,87,10,0,0,0,0,0,1,1,1,32,15,25,9,44,72,86,61,85,59,74,55,99,99,0,11,13,3,15,14,1,1,9,1,14,9,3,4,3,2,7,25,1,4,3,23,6,5,4,1,3,9,3,0,4,1,0,5,84,4,2,120,10,19,31,19,4,16,2,6,19,2,19,3,0,0,0,13,27,1,45,26,27,0,0,4,1,16,0,0,6,1,0,0,0,0,0,0,0,0,78,97,1,0,2,94,70,33,6,21,3,22,25,47,78,22,1,1,29,3,38,24,0,6,85,15,41,99,93,8,2,9,11,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9501,9411,,9409,9408,,,L1F,A1F,A1F,A1F,A1F,A1F,A1F,N2G,N2G,N2G,N2G,N2G,N1G, ,F1G,F1G,F1G,F1G, ,P1G,P1G, , ,11,9702,28,5,10,,,,,,,,,,,,,,,9504,,,,,9409,,,,,,,,,,,,,,,,,20,,,,,25,,,45,2,1,20,9504,25,9409,20,9504,9409,9504,7,22.5,18980,0,1,L,1,F,X,X,X,37,B
9101,WLW,1,NC,27107, , ,3501,0, , , , ,XXXX,C3,32,63,E,H, , , , ,,3,M,4,7,1,0,1,0,0,0,0,0,0,0,3,0,0,0,3,2,27,7,7,4,6,0, , , ,4, , ,Y, , , , , , , ,Y,Y, ,Y, ,Y, , , ,2, ,1043,271,353,99,0,0,47,53,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,45,33,42,47,27,31,44,26,18,20,18,21,12,6,4,14,10,31,23,22,17,6,15,22,23,56,36,16,7,42,14,7,37,229,295,99,99,0,0,0,0,0,0,0,488,484,3,3,77,23,97,3,0,44,77,45,24,90,10,20,3,17,11,24,2,1,1,3,21,65,9,0,0,0,2,45,0,0,34,48,54,16,5,0,0,0,23,0,0,0,0,15,62,90,3120,281,518,288,301,317,344,10488,22,23,23,14,16,2,0,0,0,15,21,31,13,18,2,0,0,0,26,7,9,7,22,78,3,67,25,3,3,0,0,0,3,3,0,15,18,22,4,75,72,77,68,70,64,65,21,99,99,0,9,5,1,7,13,0,0,26,0,10,21,7,1,0,0,0,38,9,1,0,19,0,3,4,0,10,12,3,1,4,6,0,1,80,9,0,120,2,21,44,20,5,7,2,2,28,0,22,7,1,2,0,12,27,0,7,46,7,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,98,1,0,1,89,50,23,14,29,0,2,2,21,47,53,0,0,59,4,15,22,0,0,99,0,99,99,97,4,2,5,9,9706,9606,9604,,9603,,,9511,,9510,9508,,,,9503,9502,9501,9411,9411,9410,9409,,9406,L1F,A1F,A1F, ,A1F, , ,L1E, ,L1E,L1E, , , ,L1E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E,13,9702,38,4,11,,,,,,,,,9511,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,47,4,1,5,9112,20,9511,20,9511,9112,9204,4,11.75,15475,0,1,L,1,F,X,X,X,35,B
9401,ESN,2,MS,38834, , ,4701,0, , , , ,XXXX,T1,35,51,I, , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,25,55,26,9,3,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,1044,305,388,0,84,16,49,51,94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,46,36,46,49,27,30,42,28,11,16,24,19,15,10,6,12,11,33,27,17,21,7,20,19,31,50,28,7,2,69,6,5,20,201,269,83,82,1,1,0,0,0,0,0,871,971,2,2,81,19,88,12,8,43,79,71,38,91,9,5,2,4,11,12,2,20,59,15,1,4,1,6,15,36,63,82,1,1,64,67,64,15,4,1,0,16,11,1,0,7,1,3,6,33,0,179,640,416,501,494,548,20050,11,9,17,20,28,8,0,0,7,3,11,13,23,33,9,0,0,8,14,3,37,6,33,67,20,90,8,0,0,0,0,0,1,0,2,6,13,14,0,41,73,88,57,85,48,64,48,60,0,4,29,17,0,10,12,0,0,1,0,14,8,4,4,0,0,2,35,3,4,7,11,2,3,0,0,12,10,10,2,9,3,0,16,67,5,0,135,7,17,20,17,7,21,12,4,23,2,23,2,0,0,0,13,25,0,55,35,26,0,0,7,1,4,0,0,13,0,0,3,0,0,2,2,0,1,51,99,1,0,0,90,78,30,10,19,4,11,13,63,85,15,0,0,66,10,14,3,0,7,99,0,83,99,95,7,2,15,3,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9412,9411,,,9409,,9406,L3F,A3F,A3F,A3F,A3F,A2F,A2F,A3F,A2E,A2E,A2E,A2E,A1E, ,N2E,N2E,N2E,N1E, , ,F1E, ,F1E,14,9702,33,6,12,,,,,,,,,9512,,9508,,,9505,,,,,,9409,,,,,,,,,,,13,,17,,,12,,,,,,10,,,62,5,3,10,9409,17,9508,13,9512,9402,9409,7,12.4,54712,0,0,L,3,F,X,X,X,16,D
9601,RED,2,FL,32358, , ,0,0, , , , ,XXXX,R2,47,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,37,17,48,15,19,3, , , ,, , , , , , , , , , , , , , , , , , , , , ,1211,346,462,0,0,99,49,51,79,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35,45,49,37,47,51,27,37,41,22,12,18,19,16,13,13,10,14,17,34,24,12,32,12,29,23,32,45,25,10,3,57,13,9,21,184,261,63,63,0,0,0,0,0,0,0,423,545,2,2,84,16,74,26,47,37,75,56,26,88,12,11,2,9,14,19,2,16,45,17,7,11,4,1,4,10,24,43,0,7,30,46,48,14,4,0,0,36,8,0,0,7,0,3,19,46,0,413,530,201,222,257,287,9195,38,24,14,11,8,2,2,0,0,32,24,17,12,11,2,3,0,0,39,13,24,26,33,67,4,68,28,0,0,0,0,0,2,1,0,37,32,37,17,63,61,70,52,65,48,68,46,79,93,14,7,10,5,8,18,0,3,14,10,14,4,3,5,10,0,14,6,2,4,2,11,8,6,1,1,8,8,3,16,12,20,1,18,46,2,1,120,18,22,35,14,4,3,4,1,25,1,22,3,0,0,0,15,31,1,14,9,49,14,0,3,1,5,0,0,4,1,0,0,0,0,1,0,0,1,71,98,2,0,1,91,64,29,8,16,3,20,36,66,78,22,0,0,0,44,39,8,0,9,45,55,3,96,92,5,2,6,5,9706,9606,9604,,9603,9601,9601,,,,,,,,,,,,,,,,,L1F,F1F,F1F, ,F1F,P1F,P1F, , , , , , , , , , , , , , , , ,5,9702,13,4,10,,,,,,9601,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,15,1,1,15,9601,15,9601,15,9601,9601,,,15,33567,0,0,L,1,F,X,X,X,59,D
